facility_code,facility_name,facility_major_type,facility_type,facility_category,ownership_major,is_private,is_licensed,city_raw,city_norm,barangay,service_capability,doh_level,service_level_weight,bed_capacity,license_status
DOH000000000051009,ANALYTIKA LABORATORY,Health Facility,Laboratory for Drinking Water Analysis,laboratory,Private,1,1,CITY OF SAN JUAN,SAN JUAN,GREENHILLS,,0,1.0,0,Licensing Status:With License
DOH000000000040696,ANGEL CHRIS WELL FAMILY MIDWIFE CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,CEMBO,,0,1.5,1,Licensing Status:With License
DOH000000000040589,ANGELA VICTORIA LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.5,2,Licensing Status:With License
DOH000000000033215,ANGELIC MATERNITY AND CHILD CARE CENTER,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,MILAGROSA,,0,1.5,3,Licensing Status:With License
DOH000000000046712,ANGELICA BIRTHING HOME AND PEDIATRIC PRIMARY CARE CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,PINAGSAMA,,0,1.5,2,Licensing Status:With License
DOH000000000047657,"ANGELINA APOSTOL PUNZALAN MEDICAL CLINIC, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,CITY OF MAKATI,MAKATI,GUADALUPE NUEVO,,0,1.0,0,Licensing Status:With License
DOH000000000048093,"ANGELUS MEDICAL CLINIC, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,CITY OF MAKATI,MAKATI,PALANAN,,0,1.0,0,Licensing Status:With License
DOH000000000040394,ANN LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 176-A,,0,1.5,1,Licensing Status:With License
DOH000000000040605,ANONAS DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,SAMPALOC,MANILA,BARANGAY 395,,0,1.5,0,Licensing Status:With License
DOH000000000040925,ANTE MEDICAL CLINIC AND LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,PINAGSAMA,,0,1.5,0,Licensing Status:With License
DOH000000000040572,APM BIRTHING HOME,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 176-A,,0,1.5,1,Licensing Status:With License
DOH000000000040768,APOLONIO SAMSON CLINICAL LABORATORY,Health Facility,Clinical Laboratory,clinic,Government,0,1,QUEZON CITY,QUEZON CITY,APOLONIO SAMSON,,0,1.5,0,Licensing Status:With License
DOH000000000007259,APOLONIO SAMSON HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,APOLONIO SAMSON,,0,1.5,0,
DOH000000000051760,"AQUATEST LABORATORY WATER TESTING SERVICES, OPC",Health Facility,Laboratory for Drinking Water Analysis,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,SAUYO,,0,1.0,0,Licensing Status:With License
DOH000000000039350,ARAN'S MEDICAL AND DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,SAMPALOC,MANILA,BARANGAY 555,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000050266,ARCHERS AMBULANCE SERVICE,Health Facility,Ambulance Service Provider,ambulance,Private,1,1,TONDO I/II,MANILA,BARANGAY 148,,0,0.5,0,Licensing Status:With License
DOH000000000040973,ARCIAGA MEDICAL CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,BAYANAN,,0,1.5,0,Licensing Status:With License
DOH000000000041047,"ARDI HEALTH SERVICES, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,MALINAO,,0,1.5,0,Licensing Status:With License
DOH000000000049042,ARGONIX MEDICAL CORPORATION,Health Facility,Ambulance Service Provider,ambulance,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,,0,0.5,0,Licensing Status:With License
DOH000000000049396,ARHC DRUG TESTING CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF PASIG,PASIG,KAPASIGAN,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040932,ARKONG BATO 3S HEALTH CENTER,Health Facility,Barangay Health Station,bhs,Government,0,1,CITY OF VALENZUELA,VALENZUELA,ARKONG BATO,,0,1.5,0,Licensing Status:With License
DOH000000000006097,ARKONG BATO MAIN HEALTH CENTER,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF VALENZUELA,VALENZUELA,ARKONG BATO,,0,1.5,0,
DOH000000000004489,ARMY GENERAL HOSPITAL,Health Facility,Hospital,hospital,Government,0,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,Level 1,1,2.5,200,Licensing Status:With License
DOH000000000000872,ARSENIA DE JESUS MAXIMO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,0,Licensing Status:With License
DOH000000000008206,ARSENIA J. MAXIMO LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,10,Licensing Status:With License
DOH000000000045822,ARSENIA J. MAXIMO SOCIAL HYGIENE CLINIC,Health Facility,Social Hygiene Clinic,clinic,Government,0,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,0,Licensing Status:With License
DOH000000000004806,ARSENIO H. LACSON HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,SANTA ANA,MANILA,BARANGAY 873,,0,1.5,0,Licensing Status:With License
DOH000000000053946,AS MEDICAL AND DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,BAGONG LIPUNAN NG CRAME,,0,1.5,0,Licensing Status:With License
DOH000000000049035,ASCLEPIUS AMBULANCE SERVICE,Health Facility,Ambulance Service Provider,ambulance,Private,1,1,CITY OF MARIKINA,MARIKINA,SAN ROQUE,,0,0.5,0,Licensing Status:With License
DOH000000000053922,ASCOVILLE HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 185,,0,1.5,0,
DOH000000000050196,ASHIRA MATERNITY CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,NEW LOWER BICUTAN,,0,1.5,1,Licensing Status:With License
DOH000000000049397,ASHREY INC.,Health Facility,Drug Testing Laboratory,laboratory,Government,0,1,CITY OF MAKATI,MAKATI,SAN ANTONIO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000053033,ASHREY INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,,0,1.5,0,Licensing Status:With License
DOH000000000044377,"ASIA PACIFIC EYE CARE SPECIALISTS, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,CENTRAL,,0,1.5,0,Licensing Status:With License
DOH000000000049398,"ASIA PACIFIC MEDICAL &AMP; DIAGNOSTICS, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MAKATI,MAKATI,SAN ISIDRO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039297,"ASIA PACIFIC MEDICAL AND DIAGNOSTICS, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,SAN ISIDRO,,0,1.5,0,Licensing Status:With License
DOH000000000045288,ASIAN BREAST CENTER INC.,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MAKATI,MAKATI,POBLACION,,0,1.5,0,Licensing Status:With License
DOH000000000054418,"ASIAN EYE INSTITUTE, INC- TRINOMA",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,BAGONG PAG-ASA,,0,1.5,0,Licensing Status:With License
DOH000000000045293,"ASIAN EYE INSTITUTE, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MAKATI,MAKATI,POBLACION,,0,1.5,0,Licensing Status:With License
DOH000000000049399,ASIAN HOSPITAL &AMP; MEDICAL CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000051885,ASIAN HOSPITAL AND MEDICAL CENTER,Health Facility,Clinical Laboratory for Molecular Pathology,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.5,0,Licensing Status:With License
DOH000000000000410,ASIAN HOSPITAL INC.,Health Facility,Hospital,hospital,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,Level 3,3,4.0,296,Licensing Status:With License
DOH000000000051816,"ASIAN HOSPITAL, INC.",Health Facility,Cancer Treatment Facility,other,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,2.0,0,Licensing Status:With License
DOH000000000046411,"ASIAN STEM CELL INSTITUTE, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF PASIG,PASIG,SAN ANTONIO,,0,1.5,0,Licensing Status:With License
DOH000000000040770,ASIATIC MEDICAL LABORATORIES INC. - AURORA BLVD.,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,DO?A IMELDA,,0,1.5,0,Licensing Status:With License
DOH000000000039351,ASIATIC MEDICAL LABORATORIES INC. - BINONDO,Health Facility,Clinical Laboratory,clinic,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 297,Level 3,3,4.0,0,Licensing Status:With License
DOH000000000043615,ASIATIC MEDICAL LABORATORIES INC. - NEW MANILA,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,VALENCIA,,0,1.5,0,Licensing Status:With License
DOH000000000049400,"ASIATIC MEDICAL LABORATORIES, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 297,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049401,ASSCREEN DRUG TESTING CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,BAGONG LIPUNAN NG CRAME,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049402,"ASSOCIATED MEDICAL AND CLINICAL SERVICES, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039298,"ASSOCIATED MEDICAL AND CLINICAL SERVICES, INC. - MAKATI",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,,0,1.5,0,Licensing Status:With License
DOH000000000040458,ASTILLO BIRTHING HOME CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,GULOD,,0,1.5,1,Licensing Status:With License
DOH000000000049403,ASTRAL TECH DRUG TESTING LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MAKATI,MAKATI,VALENZUELA,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000054850,ASV LYING-IN AND MULTI-SPECIALTY CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF VALENZUELA,VALENZUELA,UGONG,,0,1.5,3,Licensing Status:With License
DOH000000000000817,ATANG DELA RAMA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,TONDO I/II,MANILA,BARANGAY 175,,0,1.5,0,Licensing Status:With License
DOH000000000053552,ATHENAHEALTH MEDICAL AND DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,KALIGAYAHAN,,0,1.5,0,Licensing Status:With License
DOH000000000048135,"ATHENAMD DIAGNOSTIC AND MEDICAL CLINIC, OPC",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,MALATE,MANILA,BARANGAY 709,,0,1.0,0,Licensing Status:With License
DOH000000000040840,ATM MEDICAL CLINIC AND LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000047001,AURATECH HEALTH CARE CLINIC INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,ALMANZA DOS,,0,1.5,0,Licensing Status:With License
DOH000000000008218,AURORA QUEZON HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,TONDO I/II,MANILA,BARANGAY 84,,0,1.5,0,Licensing Status:With License
DOH000000000049406,AVENTUS MEDICAL CARE INC,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049410,AVENTUS MEDICAL CARE INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049412,AVENTUS MEDICAL CARE INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049407,AVENTUS MEDICAL CARE INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,TAMBO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049411,AVENTUS MEDICAL CARE INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,PASAY CITY,PASAY,BARANGAY 76,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049408,AVENTUS MEDICAL CARE INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,BAGUMBAYAN,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000051636,AVENTUS MEDICAL CARE INC. -ONE AYALA,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,BEL-AIR,,0,1.5,0,Licensing Status:With License
DOH000000000049413,AVENTUS MEDICAL CARE INC.- BGC,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049415,"AVENTUS MEDICAL CARE, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049418,"AVENTUS MEDICAL CARE, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,ERMITA,MANILA,BARANGAY 666,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049414,"AVENTUS MEDICAL CARE, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF PASIG,PASIG,PALATIW,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040915,"AVENTUS MEDICAL CARE, INC. - BGC",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,,0,1.5,0,Licensing Status:With License
DOH000000000040456,"AVENTUS MEDICAL CARE, INC. - CUBAO",Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SOCORRO,,0,1.5,0,Licensing Status:With License
DOH000000000051631,"AVENTUS MEDICAL CARE, INC. - MAKATI",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,,0,1.5,0,Licensing Status:With License
DOH000000000040878,"AVENTUS MEDICAL CARE, INC. - MANDALUYONG",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,BARANGKA DRIVE,,0,1.5,0,Licensing Status:With License
DOH000000000039344,"AVENTUS MEDICAL CARE, INC. - MANILA",Health Facility,Clinical Laboratory,clinic,Private,1,1,ERMITA,MANILA,BARANGAY 666,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000040972,"AVENTUS MEDICAL CARE, INC. - MUNTINLUPA",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.5,0,Licensing Status:With License
DOH000000000041037,"AVENTUS MEDICAL CARE, INC. - PARAÑAQUE",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,TAMBO,,0,1.5,0,Licensing Status:With License
DOH000000000041120,"AVENTUS MEDICAL CARE, INC. - PASAY",Health Facility,Clinical Laboratory,clinic,Private,1,1,PASAY CITY,PASAY,BARANGAY 76,,0,1.5,0,Licensing Status:With License
DOH000000000041043,"AVENTUS MEDICAL CARE, INC. - PASIG",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,MANGGAHAN,,0,1.5,0,Licensing Status:With License
DOH000000000040451,"AVENTUS MEDICAL CARE, INC. - PCS",Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,RAMON MAGSAYSAY,,0,1.5,0,Licensing Status:With License
DOH000000000049419,"AVENTUS MEDICAL CARE, INC.- NORTH EDSA",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,RAMON MAGSAYSAY,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040998,AVENUE DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 339,,0,1.5,0,Licensing Status:With License
DOH000000000049420,AVENUE DIAGNOSTIC MEDICAL CLINIC &AMP; CLINICAL LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 331,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000044414,AVERRA MEDICAL CLINIC,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,SANTA ANA,MANILA,BARANGAY 782,,0,1.5,0,Licensing Status:With License
DOH000000000052044,AXCESS HEALTH CARE INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 22,,0,2.0,0,Licensing Status:With License
DOH000000000041665,AXCESS HEALTH CARE INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MALABON,MALABON,CONCEPCION,,0,2.0,0,Licensing Status:With License
DOH000000000008257,AYALA-ALABANG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.5,0,Licensing Status:With License
DOH000000000040484,B &AMP; C MEDICAL HEALTH SERVICES,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,FAIRVIEW,,0,1.5,0,Licensing Status:With License
DOH000000000040401,B &AMP; K LYING-IN AND MEDICAL CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,NEW LOWER BICUTAN,,0,1.5,2,Licensing Status:With License
DOH000000000041091,B &AMP; W MEDICAL CLINIC X-RAY &AMP; LABORATORY - MOONWALK,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,MOONWALK,,0,1.5,0,Licensing Status:With License
DOH000000000041562,"B. BRAUN AVITUM PHILIPPINES, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MAKATI,MAKATI,POBLACION,,0,2.0,0,Licensing Status:With License
DOH000000000042198,"B. BRAUN AVITUM PHILIPPINES, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,TONDO I/II,MANILA,BARANGAY 12,,0,2.0,0,Licensing Status:With License
DOH000000000041563,"B. BRAUN AVITUM PHILIPPINES, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,2.0,0,Licensing Status:With License
DOH000000000041629,"B. BRAUN AVITUM PHILIPPINES, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,QUEZON CITY,QUEZON CITY,DO?A JOSEFA,,0,2.0,0,Licensing Status:With License
DOH000000000053947,BABARAN - ECHAVEZ MEDICAL &AMP; PSYCHIATRIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,POBLACION,,0,1.5,0,Licensing Status:With License
DOH000000000052446,BABY BUMP BIRTHING CENTER OPC,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,SANTA MONICA,,0,1.5,3,Licensing Status:With License
DOH000000000050176,BABY BUMP MATERNITY CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,PASONG PUTIK PROPER,,0,1.5,2,Licensing Status:With License
DOH000000000005338,BACOOD HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,SANTA ANA,MANILA,BARANGAY 803,,0,1.5,0,Licensing Status:With License
DOH000000000008275,BAESA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 159,,0,1.5,0,
DOH000000000007303,BAESA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,BAESA,,0,1.5,0,
DOH000000000005339,BAGBAG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,BAGBAG,,0,1.5,0,
DOH000000000004311,BAGBAGUIN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 165,,0,1.5,0,Licensing Status:With License
DOH000000000008298,BAGO BANTAY HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,QUEZON CITY,QUEZON CITY,ALICIA,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000005088,BAGONG BARANGAY HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,PANDACAN,MANILA,BARANGAY 842,,0,1.5,0,Licensing Status:With License
DOH000000000040701,BAGONG BARRIO LYING-IN &AMP; HEALTH CENTER,Health Facility,Birthing Home,birthing,Government,0,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 133,,0,1.5,8,Licensing Status:With License
DOH000000000008307,BAGONG BARRIO LYING-IN CLINIC,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 148,,0,1.5,0,
DOH000000000005087,BAGONG BARRIO ZONE I HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 143,,0,1.5,0,
DOH000000000006100,BAGONG BARRIO ZONE III HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 157,,0,1.5,0,
DOH000000000001469,BAGONG ILOG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,BAGONG ILOG,,0,1.5,0,Licensing Status:With License
DOH000000000001477,BAGONG ILOG HEALTH CENTER II,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,BAGONG ILOG,,0,1.5,0,Licensing Status:With License
DOH000000000007294,BAGONG KATIPUNAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,BAGONG KATIPUNAN,,0,1.5,0,Licensing Status:With License
DOH000000000007281,BAGONG LIPUNAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF NAVOTAS,NAVOTAS,SAN JOSE (POB.),,0,1.5,0,
